movieId,Title,bag_of_words
4572,Black Rain,michaeldouglas andygarcia kentakakura katecapshaw ridleyscott A c t i o n   C r i m e   D r a m a
66354,Jesus Christ Superstar,tedneeley carlanderson yvonneelliman barrydennen normanjewison D r a m a   M u s i c a l
4054,Save the Last Dance,juliastiles seanpatrickthomas kerrywashington fredrostarr thomascarter D r a m a   R o m a n c e
2239,Swept Away,brucegreenwood madonna elizabethbanks michaelbeattie guyritchie C o m e d y   D r a m a
183,Mute Witness,marinazudina fayripley evanrichards olegyankovskiy anthonywaller C o m e d y   H o r r o r   T h r i l l e r
656,Eddie,whoopigoldberg franklangella dennisfarina richardjenkins steverash C o m e d y
6721,Once Upon a Time in China,jetli biaoyuen rosamundkwan jackycheung harktsui A c t i o n   A d v e n t u r e   D r a m a
43558,Big Momma's House 2,martinlawrence nialong emilyprocter zacharylevi johnwhitesell A c t i o n   C o m e d y   C r i m e
80219,Machete,"dannytrejo robertdeniro jessicaalba stevenseagal ethanmaniquis,robertrodriguez A c t i o n   A d v e n t u r e   C o m e d y   C r i m e   T h r i l l e r"
5572,Barbershop,icecube anthonyanderson cedrictheentertainer seanpatrickthomas timstory C o m e d y
40583,Syriana,kayvannovak georgeclooney amrwaked christopherplummer stephengaghan D r a m a   T h r i l l e r
4728,Rat Race,breckinmeyer jenicabergere cubagoodingjr. carriediamond jerryzucker C o m e d y
802,Phenomenon,johntravolta kyrasedgwick forestwhitaker robertduvall jonturteltaub D r a m a   R o m a n c e
112290,Boyhood,ellarcoltrane patriciaarquette elijahsmith loreleilinklater richardlinklater D r a m a
58299,Horton Hears a Who!,"jimcarrey stevecarell carolburnett willarnett jimmyhayward,stevemartino A d v e n t u r e   A n i m a t i o n   C h i l d r e n   C o m e d y"
6058,Final Destination 2,alilarter a.j.cook michaellandes davidpaetkau davidr.ellis H o r r o r   T h r i l l e r
1180,Hear My Song,brianflanagan constancecowley mariemullen philkelly peterchelsom C o m e d y
65216,Defiance,danielcraig lievschreiber jamiebell alexadavalos edwardzwick D r a m a   T h r i l l e r   W a r
177,Lord of Illusions,scottbakula j.trevoredmond danielvonbargen kevinj.o'connor clivebarker H o r r o r
48872,13 Tzameti,georgebabluani aurélienrecoing pascalbongard fredulysse gélababluani F i l m - N o i r   T h r i l l e r
2799,Problem Child 2,johnritter michaeloliver jackwarden larainenewman brianlevant C o m e d y
62511,"Synecdoche, New York",philipseymourhoffman catherinekeener sadiegoldstein tomnoonan charliekaufman C o m e d y   D r a m a
122882,Mad Max: Fury Road,tomhardy charlizetheron nicholashoult hughkeays-byrne georgemiller A c t i o n   A d v e n t u r e   S c i - F i   T h r i l l e r
34528,Junebug,embethdavidtz davidkuhn alessandronivola aliciavancouvering philmorrison C o m e d y   D r a m a
84557,From Prada to Nada,camillabelle alexapenavega tinafrench luisrosales angelgracia C o m e d y   R o m a n c e
2052,Hocus Pocus,bettemidler sarahjessicaparker kathynajimy omrikatz kennyortega C h i l d r e n   C o m e d y   F a n t a s y   H o r r o r
2279,Urban Legend,jaredleto aliciawitt rebeccagayheart michaelrosenbaum jamieblanks H o r r o r   T h r i l l e r
61248,Death Race,jasonstatham joanallen ianmcshane tyresegibson paulw.s.anderson A c t i o n   A d v e n t u r e   S c i - F i   T h r i l l e r
66,Lawnmower Man 2: Beyond Cyberspace,patrickbergin mattfrewer austino'brien elypouget farhadmann A c t i o n   S c i - F i   T h r i l l e r
1056,Jude,christophereccleston katewinslet liamcunningham rachelgriffiths michaelwinterbottom D r a m a
301,Picture Bride,yûkikudô cary-hiroyukitagawa tamlyntomita akiratakayama kayohatta D r a m a   R o m a n c e
32029,Hostage,brucewillis kevinpollak jimmybennett michellehorn florent-emiliosiri A c t i o n   C r i m e   D r a m a   T h r i l l e r
27410,Conspiracy,kennethbranagh clarebullus stanleytucci simonmarkey frankpierson D r a m a   W a r
86295,Scream 4,lucyhale rogerjackson shenaegrimes-beech danefarwell wescraven C o m e d y   H o r r o r   M y s t e r y   T h r i l l e r
67422,California Dreamin',armandassante jamieelman razvanvasilescu mariadinulescu cristiannemescu C o m e d y   D r a m a   W a r
78349,Exam,adarbeck gemmachan nathaliecox johnlloydfillingham stuarthazeldine M y s t e r y   T h r i l l e r
3824,Autumn in New York,richardgere winonaryder anthonylapaglia elainestritch joanchen D r a m a   R o m a n c e
98054,Stolen,nicolascage joshlucas dannyhuston malinakerman simonwest A c t i o n   C r i m e   T h r i l l e r
56389,My Blueberry Nights,judelaw norahjones chadr.davis katyablumenberg kar-waiwong D r a m a   R o m a n c e
7030,Radio Flyer,"lorrainebracco johnheard adambaldwin elijahwood richarddonner,davidmickeyevans D r a m a"
59258,Baby Mama,amypoehler tinafey gregkinnear daxshepard michaelmccullers C o m e d y
795,Somebody to Love,rosieperez harveykeitel anthonyquinn michaeldelorenzo alexandrerockwell D r a m a
3947,Get Carter,sylvesterstallone mirandarichardson rachaelleighcook rhonamitra stephenkay A c t i o n   C r i m e   D r a m a   T h r i l l e r
102123,This Is the End,"jamesfranco jonahhill sethrogen jaybaruchel evangoldberg,sethrogen A c t i o n   C o m e d y"
3409,Final Destination,devonsawa alilarter kerrsmith kristencloke jameswong D r a m a   T h r i l l e r
106916,American Hustle,christianbale bradleycooper amyadams jeremyrenner davido.russell C r i m e   D r a m a
97024,Rust and Bone,marioncotillard matthiasschoenaerts armandverdure célinesallette jacquesaudiard D r a m a   R o m a n c e
84374,No Strings Attached,natalieportman ashtonkutcher kevinkline caryelwes ivanreitman C o m e d y   R o m a n c e
40723,Wolf Creek,johnjarratt cassandramagrath kestiemorassi nathanphillips gregmclean C r i m e   H o r r o r   T h r i l l e r
77795,Cargo,"simonelanders martinfreeman marleejanemcpherson-dobbins lilyannemcpherson-dobbins benhowling,yolandaramke S c i - F i"
50804,Hannibal Rising,aaranthomas gaspardulliel ligong helena-liatachovská peterwebber D r a m a   H o r r o r   T h r i l l e r
3317,Wonder Boys,michaeldouglas tobeymaguire francesmcdormand robertdowneyjr. curtishanson C o m e d y   D r a m a
54648,Rush Hour 3,christucker jackiechan maxvonsydow hiroyukisanada brettratner A c t i o n   C o m e d y   C r i m e   T h r i l l e r
67408,Monsters vs. Aliens,"reesewitherspoon sethrogen hughlaurie willarnett robletterman,conradvernon A n i m a t i o n   S c i - F i   I M A X"
464,Hard Target,chuckpfarrer robertapisa arnoldvosloo lancehenriksen johnwoo A c t i o n   A d v e n t u r e   C r i m e   T h r i l l e r
5362,White Fang 2: Myth of the White Wolf,scottbairstow charmainecraig alharrington anthonyruivivar kenolin A d v e n t u r e   C h i l d r e n
1361,Paradise Lost: The Child Murders at Robin Hood Hills,"tonybrooks dianadavis terrywood dickclay joeberlinger,brucesinofsky D o c u m e n t a r y"
112138,22 Jump Street,"jonahhill channingtatum peterstormare wyattrussell phillord,christophermiller A c t i o n   C o m e d y   C r i m e"
3536,Keeping the Faith,benstiller edwardnorton jennaelfman annebancroft edwardnorton C o m e d y   D r a m a   R o m a n c e
640,Diabolique,simonesignoret véraclouzot paulmeurisse charlesvanel henri-georgesclouzot D r a m a   T h r i l l e r
104074,Percy Jackson: Sea of Monsters,loganlerman alexandradaddario douglassmith levenrambin thorfreudenthal A d v e n t u r e   C h i l d r e n   F a n t a s y
5463,Reign of Fire,christianbale matthewmcconaughey izabellascorupco gerardbutler robbowman A c t i o n   A d v e n t u r e   F a n t a s y
5839,My Father's Glory,philippecaubère nathalieroussel didierpain thérèseliotard yvesrobert A d v e n t u r e   D r a m a
837,Matilda,marawilson dannydevito rheaperlman embethdavidtz dannydevito C h i l d r e n   C o m e d y   F a n t a s y
2841,Stir of Echoes,zacharydavidcope kevinbacon kathrynerbe illeanadouglas davidkoepp H o r r o r   M y s t e r y   T h r i l l e r
52458,Disturbia,shialabeouf sarahroemer carrie-annemoss davidmorse d.j.caruso D r a m a   T h r i l l e r
30,Shanghai Triad,ligong baotianli xiaoxiaowang xuejianli yimouzhang C r i m e   D r a m a
27831,Layer Cake,danielcraig tomhardy jamieforeman sallyhawkins matthewvaughn C r i m e   D r a m a   T h r i l l e r
30867,Kamikaze Girls,kyokofukada annatsuchiya hiroyukimiyasako sadaoabe tetsuyanakashima C o m e d y
1717,Scream 2,jadapinkettsmith omarepps paulettepatterson rasilaschroeder wescraven C o m e d y   H o r r o r   M y s t e r y   T h r i l l e r
245,The Glass Shield,erichanderson richardanderson thomasbabson montybane charlesburnett C r i m e   D r a m a
2327,Tales from the Darkside: The Movie,debbieharry davidforrester matthewlawrence christianslater johnharrison F a n t a s y   H o r r o r   T h r i l l e r
3063,Poison Ivy,saragilbert drewbarrymore tomskerritt cherylladd kattshea D r a m a   T h r i l l e r
8293,Used People,shirleymaclaine bobdishy emmatammi asiavieira beebankidron C o m e d y   D r a m a
1701,Deconstructing Harry,judydavis julialouis-dreyfus stephanierothhaberle danfrazer woodyallen C o m e d y   D r a m a
3757,Asylum,barbaraparkins richardtodd sylviasyms petercushing roywardbaker H o r r o r
5874,Friday After Next,icecube mikeepps johnwitherspoon don'd.c.'curry marcusraboy C o m e d y
74,Bed of Roses,christianslater marystuartmasterson pamelaadlon joshbrolin michaelgoldenberg D r a m a   R o m a n c e
8969,Bridget Jones: The Edge of Reason,renéezellweger gemmajones jimbroadbent jamesfaulkner beebankidron C o m e d y   D r a m a   R o m a n c e
7374,Home on the Range,"g.w.bailey roseannebarr bobbyblock stevebuscemi willfinn,johnsanford A n i m a t i o n   C h i l d r e n   C o m e d y   M u s i c a l   W e s t e r n"
1929,Grand Hotel,gretagarbo johnbarrymore joancrawford wallacebeery edmundgoulding D r a m a   R o m a n c e
5093,Collateral Damage,arnoldschwarzenegger francescaneri eliaskoteas cliffcurtis andrewdavis A c t i o n   T h r i l l e r
833,High School High,jonlovitz tiacarrere louisefletcher mekhiphifer hartbochner C o m e d y
128620,Victoria,laiacosta fredericklau franzrogowski burakyigit sebastianschipper C r i m e   D r a m a   R o m a n c e
146688,Solace,anthonyhopkins jeffreydeanmorgan abbiecornish colinfarrell afonsopoyart F a n t a s y   M y s t e r y   T h r i l l e r
4265,Driven,sylvesterstallone burtreynolds kippardue stacyedwards rennyharlin A c t i o n   T h r i l l e r
70932,My Life in Ruins,niavardalos richarddreyfuss alexisgeorgoulis alistairmcgowan donaldpetrie C o m e d y
87222,Kung Fu Panda 2,jackblack angelinajolie dustinhoffman garyoldman jenniferyuhnelson A c t i o n   A d v e n t u r e   A n i m a t i o n   C h i l d r e n   C o m e d y   I M A X
108932,The Lego Movie,"willarnett elizabethbanks craigberry alisonbrie phillord,christophermiller A c t i o n   A d v e n t u r e   A n i m a t i o n   C h i l d r e n   C o m e d y   F a n t a s y"
163020,The Fits,royaltyhightower alexisneblett da'seanminor laurengibson annaroseholmer D r a m a
804,She's the One,johnmahoney edwardburns michaelmcglone maxinebahns edwardburns C o m e d y   R o m a n c e
383,Wyatt Earp,kevincostner dennisquaid genehackman davidandrews lawrencekasdan W e s t e r n
1805,Wild Things,kevinbacon mattdillon nevecampbell theresarussell johnmcnaughton C r i m e   D r a m a   M y s t e r y   T h r i l l e r
2496,Blast from the Past,brendanfraser aliciasilverstone christopherwalken sissyspacek hughwilson C o m e d y   R o m a n c e
3476,Jacob's Ladder,timrobbins elizabethpeña dannyaiello mattcraven adrianlyne H o r r o r   M y s t e r y
3956,Lost Souls,winonaryder benchaplin sarahwynter philipbakerhall januszkaminski D r a m a   H o r r o r   T h r i l l e r
2843,"Black Cat, White Cat",bajramseverdzan srdjan'zika'todorovic brankakatic florijanajdini emirkusturica C o m e d y   R o m a n c e
50147,Black Christmas,oliviahussey keirdullea margotkidder johnsaxon bobclark A c t i o n   H o r r o r   T h r i l l e r
8640,King Arthur,cliveowen ioangruffudd madsmikkelsen joeledgerton antoinefuqua A c t i o n   A d v e n t u r e   D r a m a   W a r
6212,Bringing Down the House,stevemartin queenlatifah eugenelevy joanplowright adamshankman C o m e d y
1596,Career Girls,katrincartlidge lyndasteadman katebyers markbenton mikeleigh D r a m a
7624,School Ties,brendanfraser mattdamon chriso'donnell randallbatinkoff robertmandel D r a m a
34534,Four Brothers,markwahlberg tyresegibson andrébenjamin garretthedlund johnsingleton A c t i o n   C r i m e   D r a m a
68519,S. Darko,daveighchase brianaevigan jameslafferty edwestwick chrisfisher C r i m e   M y s t e r y   S c i - F i   T h r i l l e r
55721,Elite Squad,wagnermoura andréramiro caiojunqueira milhemcortaz josépadilha A c t i o n   C r i m e   D r a m a   T h r i l l e r
2773,Alice and Martin,juliettebinoche alexisloret mathieuamalric carmenmaura andrétéchiné D r a m a
101895,42,chadwickboseman harrisonford nicolebeharie christophermeloni brianhelgeland D r a m a
458,Geronimo: An American Legend,jasonpatric genehackman robertduvall wesstudi walterhill D r a m a   W e s t e r n
8012,Kikujiro,takeshikitano yusukesekiguchi kayokokishimoto thegreatgidayû takeshikitano C o m e d y   D r a m a
158783,The Handmaiden,min-heekim tae-rikim jung-wooha jin-woongcho chan-wookpark D r a m a   R o m a n c e   T h r i l l e r
6214,Irreversible,monicabellucci vincentcassel albertdupontel joprestia gasparnoé C r i m e   D r a m a   M y s t e r y   T h r i l l e r
48877,Saw III,tobinbell shawneesmith angusmacfadyen baharsoomekh darrenlynnbousman C r i m e   H o r r o r   T h r i l l e r
7256,Touching the Void,brendanmackey nicholasaaron richardhawking joesimpson kevinmacdonald A d v e n t u r e   D o c u m e n t a r y
90374,Martha Marcy May Marlene,elizabetholsen christopherabbott bradycorbet hughdancy seandurkin D r a m a   T h r i l l e r
986,Fly Away Home,jeffdaniels annapaquin danadelany terrykinney carrollballard A d v e n t u r e   C h i l d r e n
109072,Sabotage,arnoldschwarzenegger samworthington joemanganiello joshholloway davidayer A c t i o n   C r i m e   D r a m a
89039,Another Earth,williammapother britmarling matthew-leeerlbach djflava mikecahill D r a m a   R o m a n c e   S c i - F i
56941,P.S. I Love You,hilaryswank gerardbutler lisakudrow ginagershon richardlagravenese C o m e d y   D r a m a   R o m a n c e
5570,Thesis,anatorrent felemartínez eduardonoriega xabierelorriaga alejandroamenábar D r a m a   H o r r o r   T h r i l l e r
87520,Transformers: Dark of the Moon,shialabeouf rosiehuntington-whiteley joshduhamel johnturturro michaelbay A c t i o n   A d v e n t u r e   S c i - F i   W a r   I M A X
6159,All the Real Girls,paulschneider zooeydeschanel sheawhigham dannymcbride davidgordongreen D r a m a   R o m a n c e
40826,Rent,anthonyrapp adampascal rosariodawson jessel.martin chriscolumbus D r a m a   M u s i c a l   R o m a n c e
7263,Miracle,kurtrussell patriciaclarkson noahemmerich seanmccann gavino'connor D r a m a
56775,National Treasure: Book of Secrets,nicolascage justinbartha dianekruger jonvoight jonturteltaub A c t i o n   A d v e n t u r e
74946,She's Out of My League,jaybaruchel aliceeve t.j.miller mikevogel jimfieldsmith C o m e d y
114662,American Sniper,bradleycooper kylegallner colekonis benreed clinteastwood A c t i o n   W a r
52037,Avenue Montaigne,valérielemercier céciledefrance albertdupontel claudebrasseur danièlethompson C o m e d y   D r a m a   R o m a n c e
2169,Dead Man on Campus,tomeverettscott mark-paulgosselaar poppymontgomery lochlynmunro alancohn C o m e d y
3002,My Best Fiend,wernerherzog claudiacardinale justogonzález paulhittscher wernerherzog D o c u m e n t a r y
3271,Of Mice and Men,johnmalkovich garysinise raywalston caseysiemaszko garysinise D r a m a
157699,Snowden,melissaleo zacharyquinto josephgordon-levitt jaymesbutler oliverstone D r a m a   T h r i l l e r
3915,Girlfight,michellerodriguez jaimetirelli paulcalderon douglassantiago karynkusama D r a m a
56156,Hitman,timothyolyphant dougrayscott olgakurylenko robertknepper xaviergens A c t i o n   C r i m e   T h r i l l e r
886,Bulletproof,damonwayans adamsandler jamescaan jeepswenson ernestr.dickerson A c t i o n   C o m e d y   C r i m e
56003,Southland Tales,carlosamezcua curtisarmstrong robertbenz toddberger richardkelly C o m e d y   D r a m a   S c i - F i   T h r i l l e r
117590,Horrible Bosses 2,jasonbateman jasonsudeikis charlieday jenniferaniston seananders C o m e d y   C r i m e
48696,Little Children,katewinslet jenniferconnelly patrickwilson jackieearlehaley toddfield D r a m a   R o m a n c e
